combo,hr_min,edg_min,tp_min,cv_max,side,n_total,n_graded,wins,losses,HR_pct,HR_ci_lo,HR_ci_hi,ROI_pct,ROI_ci_lo,ROI_ci_hi,P_and_L,consistency,graded_days
HR≥50.0/EDG≥0.0/TP≥-/CV≤0.4/ANY,50.0,0.0,,0.4,ANY,56,51,35,16,68.63,54.97,79.67,20.76,-2.99,44.5,10.586,0.692,13
HR≥50.0/EDG≥-2.5/TP≥-/CV≤0.4/ANY,50.0,-2.5,,0.4,ANY,63,58,40,18,68.97,56.2,79.38,18.98,-2.78,40.74,11.01,0.692,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.4/ANY,50.0,-5.0,,0.4,ANY,67,61,42,19,68.85,56.41,79.06,18.7,-2.52,39.91,11.404,0.692,13
HR≥50.0/EDG≥0.0/TP≥40.0/CV≤0.4/ANY,50.0,0.0,40.0,0.4,ANY,55,50,34,16,68.0,54.19,79.24,18.27,-5.43,41.98,9.136,0.692,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.45/ANY,50.0,-5.0,,0.45,ANY,87,79,55,24,69.62,58.77,78.66,17.66,-0.46,35.77,13.948,0.692,13
HR≥50.0/EDG≥-2.5/TP≥-/CV≤0.45/ANY,50.0,-2.5,,0.45,ANY,82,75,52,23,69.33,58.17,78.61,17.56,-1.13,36.25,13.169,0.692,13
HR≥50.0/EDG≥0.0/TP≥-/CV≤0.45/ANY,50.0,0.0,,0.45,ANY,72,65,44,21,67.69,55.61,77.8,17.33,-3.47,38.13,11.261,0.692,13
HR≥-/EDG≥-2.5/TP≥-/CV≤0.35/ANY,,-2.5,,0.35,ANY,72,65,42,23,64.62,52.47,75.12,16.9,-5.29,39.09,10.985,0.5,12
HR≥50.0/EDG≥-2.5/TP≥40.0/CV≤0.4/ANY,50.0,-2.5,40.0,0.4,ANY,62,57,39,18,68.42,55.52,79.0,16.77,-4.93,38.47,9.56,0.692,13
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤0.4/ANY,50.0,-5.0,40.0,0.4,ANY,66,60,41,19,68.33,55.77,78.69,16.59,-4.57,37.75,9.954,0.692,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.45/ANY,50.0,-5.0,55.0,0.45,ANY,57,51,39,12,76.47,63.24,86.0,16.53,-1.6,34.66,8.431,0.667,12
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤0.45/ANY,50.0,-5.0,40.0,0.45,ANY,86,78,54,24,69.23,58.29,78.37,16.02,-2.04,34.09,12.498,0.692,13
HR≥-/EDG≥5.0/TP≥-/CV≤0.4/OVER,,5.0,,0.4,OVER,69,61,38,23,62.3,49.75,73.39,15.86,-7.89,39.61,9.673,0.615,13
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.4/OVER,,5.0,40.0,0.4,OVER,69,61,38,23,62.3,49.75,73.39,15.86,-7.89,39.61,9.673,0.615,13
HR≥50.0/EDG≥-2.5/TP≥40.0/CV≤0.45/ANY,50.0,-2.5,40.0,0.45,ANY,81,74,51,23,68.92,57.66,78.31,15.84,-2.8,34.47,11.719,0.692,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.45/OVER,50.0,-5.0,55.0,0.45,OVER,56,50,38,12,76.0,62.59,85.7,15.43,-2.93,33.8,7.717,0.667,12
HR≥50.0/EDG≥0.0/TP≥40.0/CV≤0.45/ANY,50.0,0.0,40.0,0.45,ANY,71,64,43,21,67.19,55.0,77.43,15.33,-5.42,36.08,9.811,0.692,13
HR≥-/EDG≥-5.0/TP≥-/CV≤0.35/ANY,,-5.0,,0.35,ANY,77,69,44,25,63.77,51.98,74.1,15.04,-6.52,36.61,10.379,0.583,12
HR≥-/EDG≥0.0/TP≥-/CV≤0.35/ANY,,0.0,,0.35,ANY,66,59,37,22,62.71,49.95,73.92,15.01,-8.78,38.81,8.858,0.5,12
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.35/ANY,,-2.5,40.0,0.35,ANY,71,64,41,23,64.06,51.82,74.71,14.9,-7.29,37.08,9.535,0.5,12
HR≥-/EDG≥0.0/TP≥-/CV≤0.4/OVER,,0.0,,0.4,OVER,83,73,46,27,63.01,51.55,73.18,14.77,-6.42,35.95,10.781,0.615,13
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.4/OVER,,0.0,40.0,0.4,OVER,83,73,46,27,63.01,51.55,73.18,14.77,-6.42,35.95,10.781,0.615,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.45/OVER,50.0,-5.0,,0.45,OVER,76,68,48,20,70.59,58.89,80.08,14.74,-3.68,33.17,10.025,0.538,13
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤0.45/OVER,50.0,-5.0,40.0,0.45,OVER,76,68,48,20,70.59,58.89,80.08,14.74,-3.68,33.17,10.025,0.538,13
HR≥50.0/EDG≥2.5/TP≥-/CV≤0.45/ANY,50.0,2.5,,0.45,ANY,65,59,39,20,66.1,53.37,76.86,14.66,-7.46,36.78,8.65,0.692,13
HR≥55.0/EDG≥-5.0/TP≥-/CV≤0.5/OVER,55.0,-5.0,,0.5,OVER,56,50,36,14,72.0,58.33,82.53,14.57,-6.09,35.23,7.283,0.667,12
HR≥55.0/EDG≥-5.0/TP≥40.0/CV≤0.5/OVER,55.0,-5.0,40.0,0.5,OVER,56,50,36,14,72.0,58.33,82.53,14.57,-6.09,35.23,7.283,0.667,12
HR≥-/EDG≥-2.5/TP≥-/CV≤0.4/OVER,,-2.5,,0.4,OVER,91,81,52,29,64.2,53.33,73.78,14.54,-5.07,34.14,11.777,0.615,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.4/OVER,,-2.5,40.0,0.4,OVER,91,81,52,29,64.2,53.33,73.78,14.54,-5.07,34.14,11.777,0.615,13
HR≥50.0/EDG≥-2.5/TP≥-/CV≤0.45/OVER,50.0,-2.5,,0.45,OVER,71,64,45,19,70.31,58.23,80.1,14.45,-4.6,33.5,9.246,0.538,13
HR≥50.0/EDG≥-2.5/TP≥40.0/CV≤0.45/OVER,50.0,-2.5,40.0,0.45,OVER,71,64,45,19,70.31,58.23,80.1,14.45,-4.6,33.5,9.246,0.538,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.5/ANY,50.0,-5.0,55.0,0.5,ANY,67,60,45,15,75.0,62.77,84.22,14.4,-2.65,31.44,8.638,0.75,12
HR≥-/EDG≥7.5/TP≥-/CV≤0.4/OVER,,7.5,,0.4,OVER,60,52,32,20,61.54,47.96,73.53,14.21,-11.63,40.05,7.388,0.545,11
HR≥-/EDG≥7.5/TP≥40.0/CV≤0.4/OVER,,7.5,40.0,0.4,OVER,60,52,32,20,61.54,47.96,73.53,14.21,-11.63,40.05,7.388,0.545,11
HR≥-/EDG≥-/TP≥55.0/CV≤0.4/OVER,,,55.0,0.4,OVER,67,59,44,15,74.58,62.2,83.94,14.2,-3.16,31.57,8.378,0.75,12
HR≥-/EDG≥-5.0/TP≥-/CV≤0.4/OVER,,-5.0,,0.4,OVER,99,88,56,32,63.64,53.21,72.92,14.16,-4.79,33.11,12.461,0.615,13
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.4/OVER,,-5.0,40.0,0.4,OVER,99,88,56,32,63.64,53.21,72.92,14.16,-4.79,33.11,12.461,0.615,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.7/ANY,50.0,-5.0,55.0,0.7,ANY,86,78,59,19,75.64,65.06,83.81,14.12,-0.53,28.77,11.012,0.75,12
HR≥-/EDG≥-5.0/TP≥-/CV≤0.5/OVER,,-5.0,,0.5,OVER,180,165,105,60,63.64,56.06,70.59,14.06,0.31,27.8,23.191,0.615,13
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.5/OVER,,-5.0,40.0,0.5,OVER,180,165,105,60,63.64,56.06,70.59,14.06,0.31,27.8,23.191,0.615,13
HR≥55.0/EDG≥-5.0/TP≥-/CV≤0.7/OVER,55.0,-5.0,,0.7,OVER,69,63,46,17,73.02,60.97,82.42,13.75,-4.02,31.53,8.665,0.5,12
HR≥55.0/EDG≥-5.0/TP≥40.0/CV≤0.7/OVER,55.0,-5.0,40.0,0.7,OVER,69,63,46,17,73.02,60.97,82.42,13.75,-4.02,31.53,8.665,0.5,12
HR≥50.0/EDG≥-2.5/TP≥55.0/CV≤0.5/ANY,50.0,-2.5,55.0,0.5,ANY,64,58,43,15,74.14,61.62,83.65,13.57,-4.03,31.17,7.869,0.75,12
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.5/OVER,50.0,-5.0,55.0,0.5,OVER,66,59,44,15,74.58,62.2,83.94,13.43,-3.8,30.66,7.924,0.75,12
HR≥50.0/EDG≥-/TP≥55.0/CV≤0.45/ANY,50.0,,55.0,0.45,ANY,74,68,51,17,75.0,63.56,83.77,13.37,-2.47,29.21,9.089,0.667,12
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.7/OVER,50.0,-5.0,,0.7,OVER,113,103,73,30,70.87,61.48,78.77,13.36,-1.24,27.96,13.759,0.769,13
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤0.7/OVER,50.0,-5.0,40.0,0.7,OVER,113,103,73,30,70.87,61.48,78.77,13.36,-1.24,27.96,13.759,0.769,13
HR≥-/EDG≥2.5/TP≥-/CV≤0.35/ANY,,2.5,,0.35,ANY,64,58,36,22,62.07,49.2,73.44,13.2,-10.74,37.15,7.658,0.5,12
HR≥-/EDG≥-2.5/TP≥-/CV≤0.5/OVER,,-2.5,,0.5,OVER,168,154,97,57,62.99,55.13,70.21,13.16,-1.15,27.47,20.272,0.615,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.5/OVER,,-2.5,40.0,0.5,OVER,168,154,97,57,62.99,55.13,70.21,13.16,-1.15,27.47,20.272,0.615,13
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.35/ANY,,-5.0,40.0,0.35,ANY,76,68,43,25,63.24,51.36,73.7,13.13,-8.42,34.68,8.929,0.583,12
HR≥50.0/EDG≥-/TP≥55.0/CV≤0.45/OVER,50.0,,55.0,0.45,OVER,70,64,48,16,75.0,63.18,83.99,13.06,-3.22,29.35,8.36,0.667,12
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.7/ANY,50.0,-5.0,,0.7,ANY,133,122,83,39,68.03,59.32,75.65,13.06,-1.39,27.5,15.927,0.692,13
HR≥-/EDG≥5.0/TP≥-/CV≤0.5/OVER,,5.0,,0.5,OVER,123,112,68,44,60.71,51.46,69.26,13.05,-4.47,30.58,14.62,0.462,13
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.5/OVER,,5.0,40.0,0.5,OVER,123,112,68,44,60.71,51.46,69.26,13.05,-4.47,30.58,14.62,0.462,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.6/ANY,50.0,-5.0,55.0,0.6,ANY,83,75,56,19,74.67,63.79,83.14,12.96,-2.22,28.14,9.722,0.75,12
HR≥55.0/EDG≥-5.0/TP≥-/CV≤0.55/OVER,55.0,-5.0,,0.55,OVER,58,52,37,15,71.15,57.73,81.67,12.9,-7.45,33.25,6.708,0.583,12
HR≥55.0/EDG≥-5.0/TP≥40.0/CV≤0.55/OVER,55.0,-5.0,40.0,0.55,OVER,58,52,37,15,71.15,57.73,81.67,12.9,-7.45,33.25,6.708,0.583,12
HR≥-/EDG≥5.0/TP≥-/CV≤0.45/OVER,,5.0,,0.45,OVER,99,89,54,35,60.67,50.29,70.18,12.86,-6.85,32.58,11.446,0.538,13
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.45/OVER,,5.0,40.0,0.45,OVER,99,89,54,35,60.67,50.29,70.18,12.86,-6.85,32.58,11.446,0.538,13
HR≥-/EDG≥-5.0/TP≥-/CV≤0.45/OVER,,-5.0,,0.45,OVER,146,133,84,49,63.16,54.7,70.88,12.79,-2.53,28.1,17.008,0.538,13
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.45/OVER,,-5.0,40.0,0.45,OVER,146,133,84,49,63.16,54.7,70.88,12.79,-2.53,28.1,17.008,0.538,13
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.35/ANY,,0.0,40.0,0.35,ANY,65,58,36,22,62.07,49.2,73.44,12.77,-11.02,36.57,7.408,0.5,12
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.6/ANY,50.0,-5.0,,0.6,ANY,128,117,79,38,67.52,58.6,75.33,12.75,-2.13,27.63,14.918,0.692,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.4/OVER,50.0,-5.0,,0.4,OVER,57,51,35,16,68.63,54.97,79.67,12.71,-9.18,34.6,6.481,0.615,13
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤0.4/OVER,50.0,-5.0,40.0,0.4,OVER,57,51,35,16,68.63,54.97,79.67,12.71,-9.18,34.6,6.481,0.615,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.7/OVER,50.0,-5.0,55.0,0.7,OVER,84,76,57,19,75.0,64.22,83.37,12.64,-2.26,27.53,9.604,0.667,12
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.5/ANY,50.0,-5.0,,0.5,ANY,103,94,63,31,67.02,57.01,75.69,12.62,-4.13,29.38,11.865,0.692,13
HR≥50.0/EDG≥0.0/TP≥-/CV≤0.5/ANY,50.0,0.0,,0.5,ANY,86,78,51,27,65.38,54.33,74.99,12.58,-6.46,31.63,9.814,0.769,13
HR≥50.0/EDG≥-2.5/TP≥55.0/CV≤0.5/OVER,50.0,-2.5,55.0,0.5,OVER,63,57,42,15,73.68,61.02,83.35,12.55,-5.24,30.35,7.155,0.75,12
HR≥50.0/EDG≥-5.0/TP≥50.0/CV≤0.7/ANY,50.0,-5.0,50.0,0.7,ANY,107,97,70,27,72.16,62.53,80.11,12.53,-1.73,26.78,12.151,0.769,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤0.55/ANY,50.0,-5.0,55.0,0.55,ANY,73,65,48,17,73.85,62.05,82.98,12.53,-4.06,29.12,8.143,0.75,12
HR≥50.0/EDG≥2.5/TP≥40.0/CV≤0.45/ANY,50.0,2.5,40.0,0.45,ANY,64,58,38,20,65.52,52.67,76.44,12.41,-9.64,34.47,7.2,0.692,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤-/OVER,50.0,-5.0,,,OVER,122,110,77,33,70.0,60.88,77.77,12.37,-1.91,26.66,13.612,0.692,13
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤-/OVER,50.0,-5.0,40.0,,OVER,122,110,77,33,70.0,60.88,77.77,12.37,-1.91,26.66,13.612,0.692,13
HR≥50.0/EDG≥-2.5/TP≥-/CV≤0.7/OVER,50.0,-2.5,,0.7,OVER,104,96,67,29,69.79,59.99,78.07,12.33,-3.01,27.68,11.84,0.769,13
HR≥50.0/EDG≥-2.5/TP≥40.0/CV≤0.7/OVER,50.0,-2.5,40.0,0.7,OVER,104,96,67,29,69.79,59.99,78.07,12.33,-3.01,27.68,11.84,0.769,13
HR≥50.0/EDG≥-2.5/TP≥-/CV≤0.5/ANY,50.0,-2.5,,0.5,ANY,98,90,60,30,66.67,56.42,75.55,12.32,-4.89,29.52,11.085,0.769,13
HR≥-/EDG≥-2.5/TP≥-/CV≤0.45/OVER,,-2.5,,0.45,OVER,136,124,78,46,62.9,54.13,70.9,12.29,-3.59,28.17,15.239,0.538,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.45/OVER,,-2.5,40.0,0.45,OVER,136,124,78,46,62.9,54.13,70.9,12.29,-3.59,28.17,15.239,0.538,13
HR≥55.0/EDG≥-5.0/TP≥-/CV≤0.6/OVER,55.0,-5.0,,0.6,OVER,66,60,43,17,71.67,59.23,81.49,12.29,-6.3,30.88,7.375,0.5,12
HR≥55.0/EDG≥-5.0/TP≥40.0/CV≤0.6/OVER,55.0,-5.0,40.0,0.6,OVER,66,60,43,17,71.67,59.23,81.49,12.29,-6.3,30.88,7.375,0.5,12
HR≥50.0/EDG≥5.0/TP≥-/CV≤0.45/ANY,50.0,5.0,,0.45,ANY,58,53,34,19,64.15,50.69,75.7,12.28,-11.45,36.02,6.511,0.667,12
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.5/OVER,50.0,-5.0,,0.5,OVER,90,81,56,25,69.14,58.4,78.14,12.27,-4.74,29.28,9.941,0.538,13
HR≥50.0/EDG≥-5.0/TP≥40.0/CV≤0.5/OVER,50.0,-5.0,40.0,0.5,OVER,90,81,56,25,69.14,58.4,78.14,12.27,-4.74,29.28,9.941,0.538,13
HR≥50.0/EDG≥-5.0/TP≥55.0/CV≤-/ANY,50.0,-5.0,55.0,,ANY,91,82,61,21,74.39,64.0,82.6,12.23,-2.28,26.75,10.03,0.667,12
HR≥50.0/EDG≥-2.5/TP≥-/CV≤-/OVER,50.0,-2.5,,,OVER,111,101,70,31,69.31,59.74,77.46,12.15,-2.95,27.24,12.267,0.692,13
HR≥50.0/EDG≥-2.5/TP≥40.0/CV≤-/OVER,50.0,-2.5,40.0,,OVER,111,101,70,31,69.31,59.74,77.46,12.15,-2.95,27.24,12.267,0.692,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.55/ANY,50.0,-5.0,,0.55,ANY,113,102,68,34,66.67,57.06,75.06,12.1,-4.03,28.22,12.339,0.692,13
HR≥55.0/EDG≥-5.0/TP≥-/CV≤-/OVER,55.0,-5.0,,,OVER,71,64,46,18,71.88,59.87,81.41,11.98,-5.86,29.82,7.665,0.5,12
HR≥55.0/EDG≥-5.0/TP≥40.0/CV≤-/OVER,55.0,-5.0,40.0,,OVER,71,64,46,18,71.88,59.87,81.41,11.98,-5.86,29.82,7.665,0.5,12
HR≥50.0/EDG≥-2.5/TP≥-/CV≤0.5/OVER,50.0,-2.5,,0.5,OVER,85,77,53,24,68.83,57.8,78.07,11.9,-5.59,29.39,9.162,0.538,13
HR≥50.0/EDG≥-2.5/TP≥40.0/CV≤0.5/OVER,50.0,-2.5,40.0,0.5,OVER,85,77,53,24,68.83,57.8,78.07,11.9,-5.59,29.39,9.162,0.538,13
HR≥50.0/EDG≥-5.0/TP≥-/CV≤0.6/OVER,50.0,-5.0,,0.6,OVER,109,99,69,30,69.7,60.05,77.87,11.87,-3.24,26.98,11.75,0.769,13
